"Sample.ID","Lifestage","Gut.Region","Stage.Gut","Sex","Genus","Abundance"
"Ileum3","larva","ileum","Larval ileum","","Acholeplasma",0
"Ileum3","larva","ileum","Larval ileum","","Acidibacter",36
"Ileum3","larva","ileum","Larval ileum","","Acidothermus",33
"Ileum3","larva","ileum","Larval ileum","","Acinetobacter",0
"Ileum3","larva","ileum","Larval ileum","","Actinoallomurus",2
"Ileum3","larva","ileum","Larval ileum","","Actinomadura",5
"Ileum3","larva","ileum","Larval ileum","","Actinomyces",0
"Ileum3","larva","ileum","Larval ileum","","Actinomycetospora",3
"Ileum3","larva","ileum","Larval ileum","","Actinophytocola",40
"Ileum3","larva","ileum","Larval ileum","","Actinoplanes",58
"Ileum3","larva","ileum","Larval ileum","","ADurb.Bin063-1",5
"Ileum3","larva","ileum","Larval ileum","","Aeromicrobium",0
"Ileum3","larva","ileum","Larval ileum","","Agromyces",14
"Ileum3","larva","ileum","Larval ileum","","AKYG587",32
"Ileum3","larva","ileum","Larval ileum","","Alistipes",0
"Ileum3","larva","ileum","Larval ileum","","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",37
"Ileum3","larva","ileum","Larval ileum","","Altererythrobacter",25
"Ileum3","larva","ileum","Larval ileum","","Amaricoccus",3
"Ileum3","larva","ileum","Larval ileum","","Aminobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Amnibacterium",0
"Ileum3","larva","ileum","Larval ileum","","Amycolatopsis",31
"Ileum3","larva","ileum","Larval ileum","","Anaerocolumna",0
"Ileum3","larva","ileum","Larval ileum","","Anaerofustis",0
"Ileum3","larva","ileum","Larval ileum","","Anaeromyxobacter",19
"Ileum3","larva","ileum","Larval ileum","","Anaeroplasma",57
"Ileum3","larva","ileum","Larval ileum","","Anaerospora",0
"Ileum3","larva","ileum","Larval ileum","","Anaerosporobacter",0
"Ileum3","larva","ileum","Larval ileum","","Anaerotruncus",0
"Ileum3","larva","ileum","Larval ileum","","Anaerovorax",2
"Ileum3","larva","ileum","Larval ileum","","Angustibacter",0
"Ileum3","larva","ileum","Larval ileum","","Aquicella",25
"Ileum3","larva","ileum","Larval ileum","","Aquisphaera",24
"Ileum3","larva","ileum","Larval ileum","","Bacillus",637
"Ileum3","larva","ileum","Larval ileum","","Bacteroides",0
"Ileum3","larva","ileum","Larval ileum","","Bauldia",2
"Ileum3","larva","ileum","Larval ileum","","Blastococcus",12
"Ileum3","larva","ileum","Larval ileum","","Blastopirellula",0
"Ileum3","larva","ileum","Larval ileum","","Bordetella",0
"Ileum3","larva","ileum","Larval ileum","","Bosea",0
"Ileum3","larva","ileum","Larval ileum","","Brachybacterium",0
"Ileum3","larva","ileum","Larval ileum","","Bradyrhizobium",515
"Ileum3","larva","ileum","Larval ileum","","Burkholderia-Caballeronia-Paraburkholderia",15
"Ileum3","larva","ileum","Larval ileum","","Butyricicoccus",0
"Ileum3","larva","ileum","Larval ileum","","Caenimonas",3
"Ileum3","larva","ileum","Larval ileum","","Candidatus Caldatribacterium",0
"Ileum3","larva","ileum","Larval ileum","","Candidatus Endomicrobium",0
"Ileum3","larva","ileum","Larval ileum","","Candidatus Koribacter",2
"Ileum3","larva","ileum","Larval ileum","","Candidatus Methanofastidiosum",0
"Ileum3","larva","ileum","Larval ileum","","Candidatus Nitrocosmicus",17
"Ileum3","larva","ileum","Larval ileum","","Candidatus Soleaferrea",101
"Ileum3","larva","ileum","Larval ileum","","Candidatus Solibacter",24
"Ileum3","larva","ileum","Larval ileum","","Candidatus Udaeobacter",712
"Ileum3","larva","ileum","Larval ileum","","Candidatus Xiphinematobacter",45
"Ileum3","larva","ileum","Larval ileum","","Carnimonas",0
"Ileum3","larva","ileum","Larval ileum","","Carnobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Cellulomonas",25
"Ileum3","larva","ileum","Larval ileum","","Cellulosimicrobium",5
"Ileum3","larva","ileum","Larval ileum","","Christensenellaceae R-7 group",0
"Ileum3","larva","ileum","Larval ileum","","Chryseobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Chryseolinea",0
"Ileum3","larva","ileum","Larval ileum","","Chthoniobacter",269
"Ileum3","larva","ileum","Larval ileum","","Chthonomonas",0
"Ileum3","larva","ileum","Larval ileum","","CL500-29 marine group",34
"Ileum3","larva","ileum","Larval ileum","","Clade Ia",3
"Ileum3","larva","ileum","Larval ileum","","Cohnella",0
"Ileum3","larva","ileum","Larval ileum","","Conexibacter",41
"Ileum3","larva","ileum","Larval ileum","","Coprothermobacter",0
"Ileum3","larva","ileum","Larval ileum","","Coxiella",0
"Ileum3","larva","ileum","Larval ileum","","Curtobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Dactylosporangium",5
"Ileum3","larva","ileum","Larval ileum","","Defluviicoccus",0
"Ileum3","larva","ileum","Larval ileum","","Delftia",0
"Ileum3","larva","ileum","Larval ileum","","Demequina",2
"Ileum3","larva","ileum","Larval ileum","","Dendrosporobacter",9
"Ileum3","larva","ileum","Larval ileum","","Desulfatiferula",0
"Ileum3","larva","ileum","Larval ileum","","Desulfosporosinus",0
"Ileum3","larva","ileum","Larval ileum","","Desulfovibrio",0
"Ileum3","larva","ileum","Larval ileum","","Devosia",22
"Ileum3","larva","ileum","Larval ileum","","Dinghuibacter",0
"Ileum3","larva","ileum","Larval ileum","","Diplosphaera",0
"Ileum3","larva","ileum","Larval ileum","","Dongia",0
"Ileum3","larva","ileum","Larval ileum","","Dysgonomonas",0
"Ileum3","larva","ileum","Larval ileum","","Ellin6055",22
"Ileum3","larva","ileum","Larval ileum","","Ensifer",0
"Ileum3","larva","ileum","Larval ileum","","Enterococcus",606
"Ileum3","larva","ileum","Larval ileum","","Erysipelatoclostridium",39
"Ileum3","larva","ileum","Larval ileum","","Erysipelothrix",0
"Ileum3","larva","ileum","Larval ileum","","Erysipelotrichaceae UCG-004",0
"Ileum3","larva","ileum","Larval ileum","","Escherichia-Shigella",0
"Ileum3","larva","ileum","Larval ileum","","Exilispira",0
"Ileum3","larva","ileum","Larval ileum","","FCPS473",0
"Ileum3","larva","ileum","Larval ileum","","FFCH7168",9
"Ileum3","larva","ileum","Larval ileum","","Fimbriiglobus",119
"Ileum3","larva","ileum","Larval ileum","","Flavisolibacter",0
"Ileum3","larva","ileum","Larval ileum","","Flavobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Flexilinea",0
"Ileum3","larva","ileum","Larval ileum","","Fodinicola",12
"Ileum3","larva","ileum","Larval ileum","","Frankia",0
"Ileum3","larva","ileum","Larval ileum","","Gaiella",281
"Ileum3","larva","ileum","Larval ileum","","GCA-900066225",0
"Ileum3","larva","ileum","Larval ileum","","Gemmata",250
"Ileum3","larva","ileum","Larval ileum","","Gemmatimonas",30
"Ileum3","larva","ileum","Larval ileum","","Geobacillus",10
"Ileum3","larva","ileum","Larval ileum","","Geobacter",21
"Ileum3","larva","ileum","Larval ileum","","Geodermatophilus",2
"Ileum3","larva","ileum","Larval ileum","","Gilliamella",0
"Ileum3","larva","ileum","Larval ileum","","Gluconobacter",0
"Ileum3","larva","ileum","Larval ileum","","Glutamicibacter",0
"Ileum3","larva","ileum","Larval ileum","","Gordonia",0
"Ileum3","larva","ileum","Larval ileum","","Haliangium",16
"Ileum3","larva","ileum","Larval ileum","","Herminiimonas",0
"Ileum3","larva","ileum","Larval ileum","","Hirschia",7
"Ileum3","larva","ileum","Larval ileum","","Hydrogenispora",0
"Ileum3","larva","ileum","Larval ileum","","Hydrogenoanaerobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Hyphomicrobium",45
"Ileum3","larva","ileum","Larval ileum","","Iamia",6
"Ileum3","larva","ileum","Larval ileum","","Ilumatobacter",28
"Ileum3","larva","ileum","Larval ileum","","IMCC26207",5
"Ileum3","larva","ileum","Larval ileum","","Intestinimonas",0
"Ileum3","larva","ileum","Larval ileum","","Jatrophihabitans",3
"Ileum3","larva","ileum","Larval ileum","","JGI 0001001-H03",41
"Ileum3","larva","ileum","Larval ileum","","JGI-0000079-D21",0
"Ileum3","larva","ileum","Larval ileum","","Kaistia",0
"Ileum3","larva","ileum","Larval ileum","","Kineosporia",0
"Ileum3","larva","ileum","Larval ileum","","Kribbella",43
"Ileum3","larva","ileum","Larval ileum","","Ktedonobacter",14
"Ileum3","larva","ileum","Larval ileum","","Labrys",0
"Ileum3","larva","ileum","Larval ileum","","Laceyella",7
"Ileum3","larva","ileum","Larval ileum","","Lachnoclostridium",0
"Ileum3","larva","ileum","Larval ileum","","Lachnoclostridium 10",0
"Ileum3","larva","ileum","Larval ileum","","Lachnoclostridium 5",0
"Ileum3","larva","ileum","Larval ileum","","Lachnospiraceae UCG-010",0
"Ileum3","larva","ileum","Larval ileum","","Lactobacillus",0
"Ileum3","larva","ileum","Larval ileum","","Lactococcus",0
"Ileum3","larva","ileum","Larval ileum","","LD29",0
"Ileum3","larva","ileum","Larval ileum","","Lechevalieria",0
"Ileum3","larva","ileum","Larval ileum","","Leucobacter",0
"Ileum3","larva","ileum","Larval ileum","","Leuconostoc",0
"Ileum3","larva","ileum","Larval ileum","","Longilinea",0
"Ileum3","larva","ileum","Larval ileum","","Luedemannella",24
"Ileum3","larva","ileum","Larval ileum","","Luteitalea",10
"Ileum3","larva","ileum","Larval ileum","","Luteolibacter",8
"Ileum3","larva","ileum","Larval ileum","","Lysinibacillus",13
"Ileum3","larva","ileum","Larval ileum","","Lysobacter",25
"Ileum3","larva","ileum","Larval ileum","","Marmoricola",24
"Ileum3","larva","ileum","Larval ileum","","Massilia",0
"Ileum3","larva","ileum","Larval ileum","","Mesorhizobium",34
"Ileum3","larva","ileum","Larval ileum","","metagenome",104
"Ileum3","larva","ileum","Larval ileum","","Methanobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Methanobrevibacter",2
"Ileum3","larva","ileum","Larval ileum","","Methanolinea",0
"Ileum3","larva","ileum","Larval ileum","","Methanosaeta",0
"Ileum3","larva","ileum","Larval ileum","","Methylobacterium",3
"Ileum3","larva","ileum","Larval ileum","","Microbacterium",7
"Ileum3","larva","ileum","Larval ileum","","Microbispora",4
"Ileum3","larva","ileum","Larval ileum","","Microvirga",26
"Ileum3","larva","ileum","Larval ileum","","mle1-7",12
"Ileum3","larva","ileum","Larval ileum","","MND1",11
"Ileum3","larva","ileum","Larval ileum","","Morganella",0
"Ileum3","larva","ileum","Larval ileum","","Mucispirillum",0
"Ileum3","larva","ileum","Larval ileum","","Mycobacterium",94
"Ileum3","larva","ileum","Larval ileum","","Nakamurella",16
"Ileum3","larva","ileum","Larval ileum","","Niastella",0
"Ileum3","larva","ileum","Larval ileum","","Nitrolancea",0
"Ileum3","larva","ileum","Larval ileum","","Nitrosomonas",0
"Ileum3","larva","ileum","Larval ileum","","Nocardioides",153
"Ileum3","larva","ileum","Larval ileum","","Nonomuraea",15
"Ileum3","larva","ileum","Larval ileum","","Nordella",11
"Ileum3","larva","ileum","Larval ileum","","Novibacillus",0
"Ileum3","larva","ileum","Larval ileum","","Noviherbaspirillum",0
"Ileum3","larva","ileum","Larval ileum","","Novosphingobium",32
"Ileum3","larva","ileum","Larval ileum","","Ochrobactrum",0
"Ileum3","larva","ileum","Larval ileum","","Oligoflexus",0
"Ileum3","larva","ileum","Larval ileum","","Oxalobacter",0
"Ileum3","larva","ileum","Larval ileum","","Paenarthrobacter",3
"Ileum3","larva","ileum","Larval ileum","","Paenibacillus",22
"Ileum3","larva","ileum","Larval ileum","","Pajaroellobacter",4
"Ileum3","larva","ileum","Larval ileum","","Paludisphaera",0
"Ileum3","larva","ileum","Larval ileum","","Pantoea",0
"Ileum3","larva","ileum","Larval ileum","","Papillibacter",0
"Ileum3","larva","ileum","Larval ileum","","Paraclostridium",12
"Ileum3","larva","ileum","Larval ileum","","Paracoccus",0
"Ileum3","larva","ileum","Larval ileum","","Pedomicrobium",160
"Ileum3","larva","ileum","Larval ileum","","Pelolinea",0
"Ileum3","larva","ileum","Larval ileum","","Pelospora",0
"Ileum3","larva","ileum","Larval ileum","","Pelotomaculum",0
"Ileum3","larva","ileum","Larval ileum","","Phaselicystis",7
"Ileum3","larva","ileum","Larval ileum","","Phenylobacterium",7
"Ileum3","larva","ileum","Larval ileum","","Phyllobacterium",22
"Ileum3","larva","ileum","Larval ileum","","Pir4 lineage",848
"Ileum3","larva","ileum","Larval ileum","","Pirellula",203
"Ileum3","larva","ileum","Larval ileum","","Planctomicrobium",12
"Ileum3","larva","ileum","Larval ileum","","Planifilum",0
"Ileum3","larva","ileum","Larval ileum","","Promicromonospora",0
"Ileum3","larva","ileum","Larval ileum","","Propionivibrio",0
"Ileum3","larva","ileum","Larval ileum","","Proteiniphilum",0
"Ileum3","larva","ileum","Larval ileum","","Providencia",0
"Ileum3","larva","ileum","Larval ileum","","Pseudarthrobacter",6
"Ileum3","larva","ileum","Larval ileum","","Pseudoclavibacter",0
"Ileum3","larva","ileum","Larval ileum","","Pseudolabrys",120
"Ileum3","larva","ileum","Larval ileum","","Pseudomonas",0
"Ileum3","larva","ileum","Larval ileum","","Pseudonocardia",79
"Ileum3","larva","ileum","Larval ileum","","Pseudoxanthomonas",0
"Ileum3","larva","ileum","Larval ileum","","Pythium insidiosum",10
"Ileum3","larva","ileum","Larval ileum","","Quadrisphaera",6
"Ileum3","larva","ileum","Larval ileum","","Ramlibacter",3
"Ileum3","larva","ileum","Larval ileum","","Raoultibacter",0
"Ileum3","larva","ileum","Larval ileum","","RB41",130
"Ileum3","larva","ileum","Larval ileum","","Reyranella",116
"Ileum3","larva","ileum","Larval ileum","","Rhizobacter",0
"Ileum3","larva","ileum","Larval ileum","","Rhodococcus",6
"Ileum3","larva","ileum","Larval ileum","","Rhodomicrobium",22
"Ileum3","larva","ileum","Larval ileum","","Rhodopirellula",16
"Ileum3","larva","ileum","Larval ileum","","Rhodoplanes",53
"Ileum3","larva","ileum","Larval ileum","","Rhodopseudomonas",0
"Ileum3","larva","ileum","Larval ileum","","Rikenella",0
"Ileum3","larva","ileum","Larval ileum","","Robinsoniella",0
"Ileum3","larva","ileum","Larval ileum","","Romboutsia",0
"Ileum3","larva","ileum","Larval ileum","","Roseiarcus",0
"Ileum3","larva","ileum","Larval ileum","","Roseiflexus",0
"Ileum3","larva","ileum","Larval ileum","","Roseimicrobium",18
"Ileum3","larva","ileum","Larval ileum","","Rubrobacter",2
"Ileum3","larva","ileum","Larval ileum","","Ruminiclostridium 1",0
"Ileum3","larva","ileum","Larval ileum","","Ruminiclostridium 5",2
"Ileum3","larva","ileum","Larval ileum","","Ruminiclostridium 6",0
"Ileum3","larva","ileum","Larval ileum","","Ruminiclostridium 9",0
"Ileum3","larva","ileum","Larval ileum","","Ruminococcaceae NK4A214 group",0
"Ileum3","larva","ileum","Larval ileum","","Ruminococcaceae UCG-004",0
"Ileum3","larva","ileum","Larval ileum","","Ruminococcaceae UCG-009",0
"Ileum3","larva","ileum","Larval ileum","","Ruminococcaceae UCG-010",0
"Ileum3","larva","ileum","Larval ileum","","Ruminococcaceae UCG-013",2
"Ileum3","larva","ileum","Larval ileum","","Ruminococcaceae UCG-014",5
"Ileum3","larva","ileum","Larval ileum","","Ruminococcus 1",0
"Ileum3","larva","ileum","Larval ileum","","Ruminococcus 2",0
"Ileum3","larva","ileum","Larval ileum","","Saccharopolyspora",0
"Ileum3","larva","ileum","Larval ileum","","Sanguibacter",0
"Ileum3","larva","ileum","Larval ileum","","Serratia",0
"Ileum3","larva","ileum","Larval ileum","","SH-PL14",148
"Ileum3","larva","ileum","Larval ileum","","Shimazuella",0
"Ileum3","larva","ileum","Larval ileum","","Singulisphaera",174
"Ileum3","larva","ileum","Larval ileum","","Skermanella",0
"Ileum3","larva","ileum","Larval ileum","","Solirubrobacter",135
"Ileum3","larva","ileum","Larval ileum","","Solitalea",2
"Ileum3","larva","ileum","Larval ileum","","Sphaerisporangium",0
"Ileum3","larva","ileum","Larval ileum","","Sphingobacterium",0
"Ileum3","larva","ileum","Larval ileum","","Sphingobium",0
"Ileum3","larva","ileum","Larval ileum","","Sphingomonas",51
"Ileum3","larva","ileum","Larval ileum","","Spiroplasma",0
"Ileum3","larva","ileum","Larval ileum","","Sporotomaculum",0
"Ileum3","larva","ileum","Larval ileum","","Starkeya",0
"Ileum3","larva","ileum","Larval ileum","","Stenotrophobacter",45
"Ileum3","larva","ileum","Larval ileum","","Stenotrophomonas",0
"Ileum3","larva","ileum","Larval ileum","","Steroidobacter",15
"Ileum3","larva","ileum","Larval ileum","","Streptomyces",95
"Ileum3","larva","ileum","Larval ileum","","Streptosporangium",11
"Ileum3","larva","ileum","Larval ileum","","SWB02",2
"Ileum3","larva","ileum","Larval ileum","","Syntrophomonas",0
"Ileum3","larva","ileum","Larval ileum","","Syntrophorhabdus",0
"Ileum3","larva","ileum","Larval ileum","","Syntrophus",0
"Ileum3","larva","ileum","Larval ileum","","Termite planctomycete cluster",0
"Ileum3","larva","ileum","Larval ileum","","Terrimicrobium",0
"Ileum3","larva","ileum","Larval ileum","","Tetrasphaera",4
"Ileum3","larva","ileum","Larval ileum","","Thermovirga",0
"Ileum3","larva","ileum","Larval ileum","","Tumebacillus",7
"Ileum3","larva","ileum","Larval ileum","","Turicibacter",0
"Ileum3","larva","ileum","Larval ileum","","Tyzzerella",0
"Ileum3","larva","ileum","Larval ileum","","Tyzzerella 3",47
"Ileum3","larva","ileum","Larval ileum","","Tyzzerella 4",0
"Ileum3","larva","ileum","Larval ileum","","uncultured",1533
"Ileum3","larva","ileum","Larval ileum","","uncultured Acidimicrobidae bacterium",56
"Ileum3","larva","ileum","Larval ileum","","uncultured actinobacterium",11
"Ileum3","larva","ileum","Larval ileum","","uncultured alpha proteobacterium",7
"Ileum3","larva","ileum","Larval ileum","","uncultured archaeon",4
"Ileum3","larva","ileum","Larval ileum","","uncultured bacterium",843
"Ileum3","larva","ileum","Larval ileum","","uncultured beta proteobacterium",0
"Ileum3","larva","ileum","Larval ileum","","uncultured Clostridiales bacterium",0
"Ileum3","larva","ileum","Larval ileum","","uncultured delta proteobacterium",5
"Ileum3","larva","ileum","Larval ileum","","uncultured Firmicutes bacterium",0
"Ileum3","larva","ileum","Larval ileum","","uncultured Planctomyces sp.",21
"Ileum3","larva","ileum","Larval ileum","","uncultured rumen bacterium",0
"Ileum3","larva","ileum","Larval ileum","","uncultured soil bacterium",20
"Ileum3","larva","ileum","Larval ileum","","uncultured Solirubrobacter sp.",9
"Ileum3","larva","ileum","Larval ileum","","uncultured subdivision 3 bacterium",5
"Ileum3","larva","ileum","Larval ileum","","Variovorax",3
"Ileum3","larva","ileum","Larval ileum","","Verrucomicrobium",0
"Ileum3","larva","ileum","Larval ileum","","Vicinamibacter",0
"Ileum3","larva","ileum","Larval ileum","","W5",0
"Ileum3","larva","ileum","Larval ileum","","Weissella",0
"Ileum3","larva","ileum","Larval ileum","","ZOR0006",14
